subscription_id,idempotency_key,owner_student_id,plan_type,plan_name,classes_per_month,classes_remaining,amount_ils,billing_frequency,status,created_at,updated_at
11871,user_subscription_details::11871,2307,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-27 00:00:10+05:30,2025-08-27 00:01:00+05:30
11872,user_subscription_details::11872,2315,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-27 00:00:11+05:30,2025-08-27 00:01:00+05:30
11873,user_subscription_details::11873,3330,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-27 00:00:11+05:30,2025-08-27 00:01:00+05:30
11874,user_subscription_details::11874,4442,solo,Monthly,32,2,0.00,monthly,cancelled,2025-07-27 00:00:11+05:30,2025-08-27 00:01:00+05:30
11875,user_subscription_details::11875,4674,solo,Monthly,16,4,0.00,monthly,cancelled,2025-07-27 00:00:13+05:30,2025-08-04 09:21:59+05:30
11876,user_subscription_details::11876,4676,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-27 00:00:13+05:30,2025-08-04 09:21:29+05:30
11877,user_subscription_details::11877,4675,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-27 00:00:14+05:30,2025-08-04 09:21:43+05:30
11878,user_subscription_details::11878,4682,solo,Monthly_40,32,8,0.00,monthly,cancelled,2025-07-27 00:00:15+05:30,2025-08-27 00:01:00+05:30
11879,user_subscription_details::11879,4683,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-27 00:00:15+05:30,2025-08-27 00:00:00+05:30
11880,user_subscription_details::11880,4985,solo,Monthly,32,2,0.00,monthly,cancelled,2025-07-27 00:00:16+05:30,2025-08-27 00:01:00+05:30
11881,user_subscription_details::11881,4986,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-27 00:00:18+05:30,2025-08-27 00:01:00+05:30
11882,user_subscription_details::11882,4988,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-27 00:00:18+05:30,2025-08-27 00:01:00+05:30
11883,user_subscription_details::11883,4989,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-27 00:00:19+05:30,2025-08-27 00:01:00+05:30
11884,user_subscription_details::11884,4990,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-27 00:00:20+05:30,2025-08-27 00:01:00+05:30
11885,user_subscription_details::11885,4991,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-27 00:00:21+05:30,2026-02-27 02:08:23+05:30
11886,user_subscription_details::11886,5300,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-27 08:31:58+05:30,2025-08-27 08:31:00+05:30
11887,user_subscription_details::11887,5305,solo,Monthly,16,2,0.00,monthly,cancelled,2025-07-27 10:07:50+05:30,2025-08-27 10:08:00+05:30
11888,user_subscription_details::11888,5306,solo,Monthly,64,1,0.00,monthly,cancelled,2025-07-27 11:08:55+05:30,2025-08-27 11:08:01+05:30
11889,user_subscription_details::11889,5307,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-27 11:15:40+05:30,2025-08-27 11:15:00+05:30
11890,user_subscription_details::11890,5308,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-27 11:43:51+05:30,2025-08-27 11:43:00+05:30
11891,user_subscription_details::11891,5310,solo,Monthly,64,2,0.00,monthly,cancelled,2025-07-27 12:35:34+05:30,2025-08-27 12:36:00+05:30
11892,user_subscription_details::11892,5309,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-27 12:52:57+05:30,2025-08-27 12:53:00+05:30
11893,user_subscription_details::11893,5312,solo,Monthly,48,3,0.00,monthly,cancelled,2025-07-27 12:58:42+05:30,2025-08-27 12:59:00+05:30
11894,user_subscription_details::11894,5314,solo,Monthly,48,6,0.00,monthly,cancelled,2025-07-27 15:24:25+05:30,2025-08-31 09:43:12+05:30
11895,user_subscription_details::11895,4446,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-28 00:00:02+05:30,2025-07-29 18:49:28+05:30
11896,user_subscription_details::11896,4447,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-28 00:00:04+05:30,2025-07-29 18:49:00+05:30
11897,user_subscription_details::11897,3859,solo,Monthly_55,32,10,0.00,monthly,cancelled,2025-07-28 00:00:05+05:30,2026-02-26 02:06:23+05:30
11898,user_subscription_details::11898,1800,solo,Monthly,32,26,0.00,monthly,cancelled,2025-07-28 00:00:06+05:30,2025-08-28 00:01:00+05:30
11899,user_subscription_details::11899,1682,solo,Monthly,80,7,0.00,monthly,cancelled,2025-07-28 00:00:08+05:30,2025-08-28 00:01:00+05:30
11900,user_subscription_details::11900,1879,solo,Monthly,32,16,0.00,monthly,cancelled,2025-07-28 00:00:08+05:30,2025-08-28 00:01:00+05:30
11901,user_subscription_details::11901,1761,solo,Monthly_40,16,4,0.00,monthly,cancelled,2025-07-28 00:00:09+05:30,2025-08-28 00:01:00+05:30
11902,user_subscription_details::11902,4457,solo,Monthly_55,16,1,0.00,monthly,cancelled,2025-07-28 00:00:09+05:30,2025-08-28 00:01:00+05:30
11903,user_subscription_details::11903,4460,solo,Monthly,48,12,0.00,monthly,cancelled,2025-07-28 00:00:10+05:30,2025-08-28 00:01:00+05:30
11904,user_subscription_details::11904,4462,solo,Monthly,32,6,0.00,monthly,cancelled,2025-07-28 00:00:10+05:30,2025-08-28 00:01:01+05:30
11905,user_subscription_details::11905,4461,solo,Monthly,32,7,0.00,monthly,cancelled,2025-07-28 00:00:10+05:30,2026-02-04 15:51:12+05:30
11906,user_subscription_details::11906,4687,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-28 00:00:10+05:30,2025-08-28 00:01:01+05:30
11907,user_subscription_details::11907,4688,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-28 00:00:11+05:30,2025-08-28 00:01:01+05:30
11908,user_subscription_details::11908,4691,solo,Monthly_55,16,4,0.00,monthly,cancelled,2025-07-28 00:00:13+05:30,2025-08-28 00:01:01+05:30
11909,user_subscription_details::11909,4696,solo,Monthly_40,32,0,0.00,monthly,cancelled,2025-07-28 00:00:13+05:30,2025-08-28 00:01:01+05:30
11910,user_subscription_details::11910,4695,solo,Monthly_40,32,0,0.00,monthly,cancelled,2025-07-28 00:00:14+05:30,2025-08-28 00:01:01+05:30
11911,user_subscription_details::11911,4698,solo,Monthly,32,5,0.00,monthly,cancelled,2025-07-28 00:00:15+05:30,2025-09-28 00:00:00+05:30
11912,user_subscription_details::11912,4699,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-28 00:00:17+05:30,2025-08-28 00:01:01+05:30
11913,user_subscription_details::11913,4701,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-28 00:00:18+05:30,2025-08-19 08:21:00+05:30
11914,user_subscription_details::11914,4994,solo,Monthly_40,32,1,0.00,monthly,cancelled,2025-07-28 00:00:19+05:30,2025-08-28 00:01:01+05:30
11915,user_subscription_details::11915,3276,solo,Monthly,32,3,0.00,monthly,cancelled,2025-07-28 07:53:52+05:30,2025-08-28 07:53:00+05:30
11916,user_subscription_details::11916,4662,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-28 12:29:39+05:30,2025-08-28 12:29:01+05:30
11917,user_subscription_details::11917,5268,solo,Monthly,16,2,0.00,monthly,cancelled,2025-07-28 13:39:34+05:30,2025-08-28 13:39:00+05:30
11918,user_subscription_details::11918,5319,solo,Monthly_40,32,5,0.00,monthly,cancelled,2025-07-28 15:08:51+05:30,2025-08-28 15:09:00+05:30
11919,user_subscription_details::11919,5320,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-28 15:53:58+05:30,2025-08-28 15:54:00+05:30
11920,user_subscription_details::11920,5321,solo,Monthly_40,32,9,0.00,monthly,cancelled,2025-07-28 16:18:03+05:30,2026-01-11 10:56:48+05:30
11921,user_subscription_details::11921,5322,solo,Monthly_40,48,1,0.00,monthly,cancelled,2025-07-28 16:55:07+05:30,2025-08-28 16:56:00+05:30
11922,user_subscription_details::11922,3620,solo,Monthly,48,4,0.00,monthly,cancelled,2025-07-28 17:42:27+05:30,2025-09-28 17:42:00+05:30
11923,user_subscription_details::11923,3569,solo,Monthly,48,5,0.00,monthly,cancelled,2025-07-28 17:46:59+05:30,2025-09-28 17:46:01+05:30
11924,user_subscription_details::11924,4712,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-29 00:00:03+05:30,2025-08-29 00:01:00+05:30
11925,user_subscription_details::11925,3868,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-29 00:00:04+05:30,2025-08-29 00:00:00+05:30
11926,user_subscription_details::11926,4459,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-29 00:00:05+05:30,2025-08-29 00:01:00+05:30
11927,user_subscription_details::11927,4073,solo,Monthly,32,6,0.00,monthly,cancelled,2025-07-29 00:00:06+05:30,2025-08-29 00:01:00+05:30
11928,user_subscription_details::11928,4084,solo,Monthly,32,2,0.00,monthly,cancelled,2025-07-29 00:00:07+05:30,2025-08-29 00:00:00+05:30
11929,user_subscription_details::11929,3338,solo,Monthly,16,2,0.00,monthly,cancelled,2025-07-29 00:00:08+05:30,2025-10-01 00:00:02+05:30
11930,user_subscription_details::11930,4464,solo,Monthly_40,32,20,0.00,monthly,cancelled,2025-07-29 00:00:09+05:30,2025-10-09 00:00:00+05:30
11931,user_subscription_details::11931,4704,solo,Monthly_55,16,3,0.00,monthly,cancelled,2025-07-29 00:00:10+05:30,2025-08-29 00:01:00+05:30
11932,user_subscription_details::11932,4705,solo,Monthly_55,16,1,0.00,monthly,cancelled,2025-07-29 00:00:11+05:30,2025-08-29 00:00:00+05:30
11933,user_subscription_details::11933,4709,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-29 00:00:12+05:30,2025-08-29 00:00:00+05:30
11934,user_subscription_details::11934,4713,solo,Monthly,16,4,0.00,monthly,cancelled,2025-07-29 00:00:14+05:30,2025-08-29 00:01:00+05:30
11935,user_subscription_details::11935,4711,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-29 00:00:14+05:30,2025-08-29 00:01:01+05:30
11936,user_subscription_details::11936,4716,solo,Monthly,80,1,0.00,monthly,cancelled,2025-07-29 00:00:15+05:30,2025-07-29 09:42:40+05:30
11937,user_subscription_details::11937,4718,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-29 00:00:17+05:30,2025-08-29 00:01:01+05:30
11938,user_subscription_details::11938,4720,solo,Monthly_40,16,0,0.00,monthly,cancelled,2025-07-29 00:00:18+05:30,2025-08-29 00:00:00+05:30
11939,user_subscription_details::11939,4724,solo,Monthly,32,19,0.00,monthly,cancelled,2025-07-29 00:00:19+05:30,2025-08-29 00:01:01+05:30
11940,user_subscription_details::11940,4725,solo,Monthly_40,16,0,0.00,monthly,cancelled,2025-07-29 00:00:19+05:30,2025-08-29 00:01:01+05:30
11941,user_subscription_details::11941,5003,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-29 00:00:19+05:30,2025-09-29 10:07:06+05:30
11942,user_subscription_details::11942,5004,solo,Monthly,48,0,0.00,monthly,cancelled,2025-07-29 00:00:19+05:30,2025-08-29 00:00:00+05:30
11943,user_subscription_details::11943,5005,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-29 00:00:19+05:30,2025-07-30 04:33:16+05:30
11944,user_subscription_details::11944,5006,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-29 00:00:20+05:30,2025-08-29 00:01:01+05:30
11945,user_subscription_details::11945,5008,solo,Monthly_40,32,0,0.00,monthly,cancelled,2025-07-29 00:00:21+05:30,2025-09-29 00:00:00+05:30
11946,user_subscription_details::11946,5009,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-29 00:00:23+05:30,2026-02-28 02:11:02+05:30
11947,user_subscription_details::11947,5010,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-29 00:00:24+05:30,2025-09-30 00:00:00+05:30
11948,user_subscription_details::11948,5012,solo,Monthly_40,16,0,0.00,monthly,cancelled,2025-07-29 00:00:25+05:30,2025-08-29 00:01:01+05:30
11949,user_subscription_details::11949,5325,solo,Monthly_40,32,0,0.00,monthly,cancelled,2025-07-29 07:41:57+05:30,2025-08-29 07:42:00+05:30
11950,user_subscription_details::11950,5329,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-29 10:32:36+05:30,2026-02-09 09:41:21+05:30
11951,user_subscription_details::11951,5330,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-29 10:32:55+05:30,2026-02-09 09:40:15+05:30
11952,user_subscription_details::11952,5331,solo,Monthly,48,1,0.00,monthly,cancelled,2025-07-29 10:55:09+05:30,2025-08-29 10:56:00+05:30
11953,user_subscription_details::11953,5332,solo,Monthly,48,4,0.00,monthly,cancelled,2025-07-29 11:31:24+05:30,2025-08-29 11:32:00+05:30
11954,user_subscription_details::11954,5333,solo,Monthly_40,48,17,0.00,monthly,cancelled,2025-07-29 11:41:51+05:30,2025-08-29 11:41:00+05:30
11955,user_subscription_details::11955,5334,solo,Monthly_40,16,1,0.00,monthly,cancelled,2025-07-29 12:01:55+05:30,2025-08-29 12:02:00+05:30
11956,user_subscription_details::11956,5336,solo,Monthly,32,10,0.00,monthly,cancelled,2025-07-29 13:31:48+05:30,2025-10-29 13:31:00+05:30
11957,user_subscription_details::11957,5338,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-29 13:51:46+05:30,2025-08-29 13:51:00+05:30
11958,user_subscription_details::11958,3966,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-29 15:22:13+05:30,2025-08-29 15:23:00+05:30
11959,user_subscription_details::11959,5339,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-29 15:22:29+05:30,2025-08-29 15:23:00+05:30
11960,user_subscription_details::11960,5340,solo,Monthly,32,3,0.00,monthly,cancelled,2025-07-29 15:23:09+05:30,2025-08-29 15:23:00+05:30
11961,user_subscription_details::11961,5341,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-29 15:27:33+05:30,2025-08-29 15:28:00+05:30
11962,user_subscription_details::11962,5342,solo,Monthly,32,6,0.00,monthly,cancelled,2025-07-29 15:57:07+05:30,2025-08-29 15:58:01+05:30
11963,user_subscription_details::11963,4065,solo,Monthly,48,21,0.00,monthly,cancelled,2025-07-30 00:00:02+05:30,2025-07-30 07:22:34+05:30
11964,user_subscription_details::11964,2343,solo,Monthly,32,5,0.00,monthly,cancelled,2025-07-30 00:00:04+05:30,2025-08-30 00:01:00+05:30
11965,user_subscription_details::11965,4258,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-30 00:00:06+05:30,2025-08-30 00:01:00+05:30
11966,user_subscription_details::11966,4259,solo,Monthly,16,4,0.00,monthly,cancelled,2025-07-30 00:00:06+05:30,2025-08-30 00:01:00+05:30
11967,user_subscription_details::11967,4260,solo,Monthly_40,16,1,0.00,monthly,cancelled,2025-07-30 00:00:06+05:30,2025-08-30 00:00:00+05:30
11968,user_subscription_details::11968,4262,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-30 00:00:07+05:30,2025-08-30 00:01:00+05:30
11969,user_subscription_details::11969,4470,solo,Monthly,32,3,0.00,monthly,cancelled,2025-07-30 00:00:07+05:30,2025-08-30 00:01:00+05:30
11970,user_subscription_details::11970,4727,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-30 00:00:07+05:30,2025-09-30 00:00:00+05:30
11971,user_subscription_details::11971,4728,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-30 00:00:07+05:30,2025-08-30 00:00:00+05:30
11972,user_subscription_details::11972,4973,solo,Monthly_40,16,0,0.00,monthly,cancelled,2025-07-30 00:00:08+05:30,2025-09-18 06:17:20+05:30
11973,user_subscription_details::11973,5017,solo,Monthly,32,3,0.00,monthly,cancelled,2025-07-30 00:00:09+05:30,2025-08-30 00:00:01+05:30
11974,user_subscription_details::11974,5019,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-30 00:00:11+05:30,2025-08-30 00:01:00+05:30
11975,user_subscription_details::11975,5021,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-30 00:00:12+05:30,2025-08-30 00:01:00+05:30
11976,user_subscription_details::11976,5024,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-30 00:00:14+05:30,2025-08-30 00:00:01+05:30
11977,user_subscription_details::11977,5345,solo,Monthly_55,32,3,0.00,monthly,cancelled,2025-07-30 06:58:28+05:30,2025-08-30 06:58:00+05:30
11978,user_subscription_details::11978,5346,solo,Monthly,48,5,0.00,monthly,cancelled,2025-07-30 09:03:32+05:30,2025-08-30 09:03:00+05:30
11979,user_subscription_details::11979,5347,solo,Monthly,32,4,0.00,monthly,cancelled,2025-07-30 10:51:34+05:30,2025-08-30 10:51:00+05:30
11980,user_subscription_details::11980,5349,solo,Monthly,16,3,0.00,monthly,cancelled,2025-07-30 12:22:58+05:30,2025-10-03 12:22:00+05:30
11981,user_subscription_details::11981,5350,solo,Monthly,16,4,0.00,monthly,cancelled,2025-07-30 12:23:10+05:30,2025-10-03 12:23:00+05:30
11982,user_subscription_details::11982,5351,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-30 12:48:24+05:30,2025-08-30 12:49:00+05:30
11983,user_subscription_details::11983,5353,solo,Monthly,32,1,0.00,monthly,cancelled,2025-07-30 13:37:40+05:30,2025-08-30 13:37:00+05:30
11984,user_subscription_details::11984,5354,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-30 13:37:50+05:30,2025-08-30 13:38:00+05:30
11985,user_subscription_details::11985,5355,solo,Monthly,32,3,0.00,monthly,cancelled,2025-07-30 13:43:55+05:30,2025-08-30 13:43:00+05:30
11986,user_subscription_details::11986,5356,solo,Monthly,48,7,0.00,monthly,cancelled,2025-07-30 13:47:29+05:30,2025-08-30 13:47:00+05:30
11987,user_subscription_details::11987,5359,solo,Monthly,48,0,0.00,monthly,cancelled,2025-07-30 16:02:03+05:30,2025-08-30 16:03:00+05:30
11988,user_subscription_details::11988,5360,solo,Monthly,64,7,0.00,monthly,cancelled,2025-07-30 16:02:32+05:30,2025-08-30 16:02:00+05:30
11989,user_subscription_details::11989,4429,solo,Monthly,48,9,0.00,monthly,cancelled,2025-07-31 00:00:02+05:30,2025-09-30 00:00:00+05:30
11990,user_subscription_details::11990,1107,solo,Yearly,80,962,0.00,monthly,cancelled,2025-07-31 05:30:36+05:30,1970-01-21 07:26:34+05:30
11991,user_subscription_details::11991,5367,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-31 07:02:26+05:30,2025-08-31 07:03:00+05:30
11992,user_subscription_details::11992,5368,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-31 07:02:37+05:30,2025-08-31 07:03:00+05:30
11993,user_subscription_details::11993,5371,solo,Monthly_40,16,0,0.00,monthly,cancelled,2025-07-31 08:05:22+05:30,2025-08-31 08:05:00+05:30
11994,user_subscription_details::11994,5373,solo,Monthly_40,16,1,0.00,monthly,cancelled,2025-07-31 08:05:37+05:30,2025-08-31 08:05:01+05:30
11995,user_subscription_details::11995,5374,solo,Monthly_40,16,1,0.00,monthly,cancelled,2025-07-31 08:05:51+05:30,2025-08-31 08:05:01+05:30
11996,user_subscription_details::11996,5381,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-31 08:48:31+05:30,2025-08-31 08:49:00+05:30
11997,user_subscription_details::11997,5383,solo,Monthly,32,2,0.00,monthly,cancelled,2025-07-31 08:53:29+05:30,2026-02-28 02:11:01+05:30
11998,user_subscription_details::11998,5384,solo,Monthly,32,5,0.00,monthly,cancelled,2025-07-31 08:59:42+05:30,2025-08-31 09:00:00+05:30
11999,user_subscription_details::11999,5397,solo,Monthly,32,8,0.00,monthly,cancelled,2025-07-31 11:15:23+05:30,2025-09-23 11:15:00+05:30
12000,user_subscription_details::12000,5278,solo,Monthly,16,0,0.00,monthly,cancelled,2025-07-31 12:26:01+05:30,2025-08-31 12:26:00+05:30
12001,user_subscription_details::12001,5399,solo,Monthly_40,32,7,0.00,monthly,cancelled,2025-07-31 12:36:23+05:30,2025-08-31 12:37:01+05:30
12002,user_subscription_details::12002,5402,solo,Monthly,32,0,0.00,monthly,cancelled,2025-07-31 13:15:43+05:30,2025-08-31 13:16:00+05:30
12003,user_subscription_details::12003,5403,solo,Monthly,16,1,0.00,monthly,cancelled,2025-07-31 13:18:27+05:30,2025-08-28 09:44:57+05:30
12004,user_subscription_details::12004,5404,solo,Monthly,16,2,0.00,monthly,cancelled,2025-07-31 14:25:06+05:30,2025-09-20 14:25:01+05:30
12005,user_subscription_details::12005,4367,solo,Monthly,32,11,0.00,monthly,cancelled,2025-07-31 16:36:26+05:30,2025-09-07 07:48:51+05:30
12006,user_subscription_details::12006,4368,solo,Monthly,32,13,0.00,monthly,cancelled,2025-07-31 18:06:34+05:30,2025-09-07 07:48:14+05:30
12007,user_subscription_details::12007,3344,solo,Monthly,48,2,0.00,monthly,cancelled,2025-08-01 00:00:03+05:30,2025-09-01 00:01:00+05:30
12008,user_subscription_details::12008,3691,solo,Monthly,16,4,0.00,monthly,cancelled,2025-08-01 00:00:05+05:30,2025-09-01 00:01:00+05:30
12009,user_subscription_details::12009,4273,solo,Monthly,16,0,0.00,monthly,cancelled,2025-08-01 00:00:06+05:30,2025-09-01 00:01:00+05:30
12010,user_subscription_details::12010,4111,solo,Monthly_40,16,5,0.00,monthly,cancelled,2025-08-01 00:00:07+05:30,2025-09-01 00:01:00+05:30
12011,user_subscription_details::12011,4943,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:08+05:30,2025-09-01 00:01:00+05:30
12012,user_subscription_details::12012,2141,solo,Monthly_55,32,10,0.00,monthly,cancelled,2025-08-01 00:00:08+05:30,2025-09-16 15:13:51+05:30
12013,user_subscription_details::12013,4268,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:09+05:30,2025-09-01 00:01:00+05:30
12014,user_subscription_details::12014,3754,solo,Monthly,32,8,0.00,monthly,cancelled,2025-08-01 00:00:11+05:30,2025-09-01 00:01:00+05:30
12015,user_subscription_details::12015,3726,solo,Monthly,16,1,0.00,monthly,cancelled,2025-08-01 00:00:11+05:30,2025-09-01 00:01:00+05:30
12016,user_subscription_details::12016,3526,solo,Monthly,32,9,0.00,monthly,cancelled,2025-08-01 00:00:12+05:30,2025-09-01 00:01:00+05:30
12017,user_subscription_details::12017,3339,solo,Monthly,32,5,0.00,monthly,cancelled,2025-08-01 00:00:13+05:30,2025-10-01 00:00:02+05:30
12018,user_subscription_details::12018,3160,solo,Monthly_55,32,1,0.00,monthly,cancelled,2025-08-01 00:00:14+05:30,2025-09-01 00:01:00+05:30
12019,user_subscription_details::12019,2185,solo,Monthly_55,16,1,0.00,monthly,cancelled,2025-08-01 00:00:15+05:30,2025-09-01 00:01:00+05:30
12020,user_subscription_details::12020,4267,solo,Monthly,32,8,0.00,monthly,cancelled,2025-08-01 00:00:16+05:30,2025-09-01 00:01:00+05:30
12021,user_subscription_details::12021,2145,solo,Monthly_40,16,12,0.00,monthly,cancelled,2025-08-01 00:00:16+05:30,2025-09-01 00:01:01+05:30
12022,user_subscription_details::12022,2304,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:17+05:30,2025-09-01 00:01:01+05:30
12023,user_subscription_details::12023,2352,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:19+05:30,2025-09-01 00:01:01+05:30
12024,user_subscription_details::12024,2290,solo,Monthly_40,16,20,0.00,monthly,cancelled,2025-08-01 00:00:20+05:30,2025-09-01 00:01:01+05:30
12025,user_subscription_details::12025,3364,solo,Monthly,32,4,0.00,monthly,cancelled,2025-08-01 00:00:20+05:30,2025-10-01 00:00:02+05:30
12026,user_subscription_details::12026,2556,solo,Monthly,16,1,0.00,monthly,cancelled,2025-08-01 00:00:21+05:30,1970-01-21 07:57:26+05:30
12027,user_subscription_details::12027,1245,solo,Monthly,80,20,0.00,monthly,cancelled,2025-08-01 00:00:22+05:30,2025-09-01 00:01:01+05:30
12028,user_subscription_details::12028,1381,solo,Monthly,80,20,0.00,monthly,cancelled,2025-08-01 00:00:22+05:30,2025-09-01 00:01:01+05:30
12029,user_subscription_details::12029,1187,solo,Monthly,32,8,0.00,monthly,cancelled,2025-08-01 00:00:22+05:30,2025-09-01 00:01:01+05:30
12030,user_subscription_details::12030,1552,solo,Monthly,32,8,0.00,monthly,cancelled,2025-08-01 00:00:22+05:30,2025-09-01 00:01:01+05:30
12031,user_subscription_details::12031,1758,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:22+05:30,2025-09-01 00:01:01+05:30
12032,user_subscription_details::12032,2976,solo,Monthly,32,1,0.00,monthly,cancelled,2025-08-01 00:00:24+05:30,2025-09-01 00:01:01+05:30
12033,user_subscription_details::12033,3686,solo,Monthly,16,2,0.00,monthly,cancelled,2025-08-01 00:00:25+05:30,2025-09-01 00:01:01+05:30
12034,user_subscription_details::12034,3692,solo,Monthly_40,32,8,0.00,monthly,cancelled,2025-08-01 00:00:26+05:30,2025-09-01 00:01:01+05:30
12035,user_subscription_details::12035,1750,solo,Monthly,80,912,0.00,monthly,cancelled,2025-08-01 00:00:26+05:30,2025-09-01 00:01:01+05:30
12036,user_subscription_details::12036,3586,solo,Monthly,32,14,0.00,monthly,cancelled,2025-08-01 00:00:26+05:30,2025-09-01 00:01:01+05:30
12037,user_subscription_details::12037,1980,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:27+05:30,2025-09-01 00:01:01+05:30
12038,user_subscription_details::12038,3346,solo,Monthly_55,16,1,0.00,monthly,cancelled,2025-08-01 00:00:27+05:30,2025-09-01 00:01:02+05:30
12039,user_subscription_details::12039,3352,solo,Monthly,32,4,0.00,monthly,cancelled,2025-08-01 00:00:28+05:30,2025-08-07 17:45:34+05:30
12040,user_subscription_details::12040,2383,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:29+05:30,2025-09-01 00:01:02+05:30
12041,user_subscription_details::12041,2785,solo,Monthly,16,4,0.00,monthly,cancelled,2025-08-01 00:00:30+05:30,2025-09-01 00:01:02+05:30
12042,user_subscription_details::12042,3213,solo,Monthly,16,0,0.00,monthly,cancelled,2025-08-01 00:00:31+05:30,2025-09-01 00:01:02+05:30
12043,user_subscription_details::12043,3498,solo,Monthly,48,47,0.00,monthly,cancelled,2025-08-01 00:00:31+05:30,2025-09-01 00:01:02+05:30
12044,user_subscription_details::12044,3994,solo,Monthly,16,4,0.00,monthly,cancelled,2025-08-01 00:00:33+05:30,2025-09-01 00:01:02+05:30
12045,user_subscription_details::12045,3728,solo,Monthly_40,16,4,0.00,monthly,cancelled,2025-08-01 00:00:33+05:30,2025-09-01 00:01:02+05:30
12046,user_subscription_details::12046,3729,solo,Monthly_40,16,4,0.00,monthly,cancelled,2025-08-01 00:00:33+05:30,2025-09-01 00:01:03+05:30
12047,user_subscription_details::12047,2775,solo,Monthly,16,0,0.00,monthly,cancelled,2025-08-01 00:00:33+05:30,2025-09-01 00:01:03+05:30
12048,user_subscription_details::12048,5025,solo,Monthly,48,11,0.00,monthly,cancelled,2025-08-01 00:00:34+05:30,2025-09-01 00:01:03+05:30
12049,user_subscription_details::12049,5029,solo,Monthly,48,0,0.00,monthly,cancelled,2025-08-01 00:00:36+05:30,2025-09-01 00:01:03+05:30
12050,user_subscription_details::12050,5030,solo,Monthly,80,5,0.00,monthly,cancelled,2025-08-01 00:00:37+05:30,2025-09-01 00:01:03+05:30
12051,user_subscription_details::12051,5031,solo,Monthly,32,6,0.00,monthly,cancelled,2025-08-01 00:00:40+05:30,2025-10-01 00:00:02+05:30
12052,user_subscription_details::12052,5032,solo,Monthly,32,0,0.00,monthly,cancelled,2025-08-01 00:00:41+05:30,2025-09-01 00:01:03+05:30
